file,week,realized_vol,max_edge_per_share,max_edge_per_contract,best_contract
order_book_data_20260202_005159.csv,1,0.11,0.8552944672492493,85.52944672492492,RTM1C50
order_book_data_20260202_005159.csv,2,0.38,0.4603193697073771,46.03193697073771,RTM1C50
order_book_data_20260202_005159.csv,3,0.36,0.6531536877823223,65.31536877823223,RTM1C47
order_book_data_20260202_005159.csv,4,0.39,0.33320465912578734,33.32046591257873,RTM1P49
order_book_data_20260202_005808.csv,1,0.11,2.375785608921955,237.57856089219553,RTM1P51
order_book_data_20260202_005808.csv,2,0.36,0.6727653297860963,67.27653297860962,RTM1P51
order_book_data_20260202_005808.csv,3,0.25,0.5562615263868529,55.62615263868529,RTM1C49
order_book_data_20260202_005808.csv,4,0.38,0.18766409711064402,18.7664097110644,RTM1C49
order_book_data_20260202_010421.csv,1,0.3,1.0500294556695118,105.00294556695118,RTM1P50
order_book_data_20260202_010421.csv,2,0.15,0.12445874476542373,12.445874476542373,RTM1P53
order_book_data_20260202_010421.csv,3,0.2,0.1309810058416523,13.098100584165229,RTM1C51
order_book_data_20260202_010421.csv,4,0.18,0.18519065789820677,18.519065789820676,RTM1P52
order_book_data_20260202_011039.csv,2,0.34,0.30558856699737724,30.558856699737724,RTM1P51
order_book_data_20260202_011039.csv,3,0.28,0.22499583938975043,22.499583938975043,RTM1P52
order_book_data_20260202_011039.csv,4,0.22,0.15897858541577536,15.897858541577536,RTM1C50
order_book_data_20260202_012308.csv,1,0.35,1.1086216188049458,110.86216188049458,RTM1P50
order_book_data_20260202_012308.csv,2,0.34,0.7144805421328331,71.44805421328331,RTM1P51
order_book_data_20260202_012308.csv,3,0.37,0.5440023037911053,54.400230379110525,RTM1P53
order_book_data_20260202_012308.csv,4,0.25,0.5354334940131953,53.54334940131953,RTM1C51
